0.576047;-8.8546;-1.70082;-7.22286;-5.73047;-3.92707;-4.15627;-8.51611;-10.5366;-9.37974;-4.08033;1.18662;-6.71908;-5.2474;-8.34661;-7.93546;-9.56111;-11.5092;-6.42226;-11.627;-5.10517;-8.25647;-7.56159;-9.57601;0.163649;-6.16656;-3.18706;-3.65546;-5.81647;-9.3815;-5.01731;-5.40572;-0.346656;-5.23651;-6.01792;-6.13604;-6.63951;-6.79233;-3.24123;-8.00268;-7.89676;-3.02836;-4.77401;-5.73323;-6.41182;-3.94641;-9.28625;-8.15933;-5.29651;-6.82732;-8.147;-7.20319;-2.77755;-6.95568;-6.331;-4.7299;-8.8143;-6.46105;-2.51499;-0.724986;-2.42706;-1.77475;-2.12063;-0.0316637;-1.12892;-3.03653;-4.96141;-5.90938;-4.60825;0.304088;-2.46235;-3.28443;-1.74524;0.129327;-4.62516;-4.31946;-3.58195;-1.81264;-4.81607;-5.79801;1.0114;-7.27963;-3.60559;-8.32454;-5.19469;-6.67067;-8.32073;-10.0251;-10.9527;-9.16783;-10.1123;-9.12718;-10.437;10.8609;
-4.83001;-4.85781;-5.0644;-5.22358;-3.26416;-5.15539;-2.9873;-10.1837;-8.90442;-7.74576;-2.44347;-3.15561;-6.33992;-3.51445;-6.5591;-5.76881;-7.66739;-10.7427;-2.39752;-9.32474;0.575764;-9.05125;-2.77209;-7.104;-2.86102;-5.94483;-4.38145;-2.87766;-5.16713;-7.10612;-1.92122;-2.8835;4.67832;-4.95668;0.286268;-2.90948;-3.73929;-5.34452;0.62613;-6.09847;-5.79565;-0.0456239;-6.27892;-7.47767;-1.12108;0.81453;-7.2133;-7.07145;-2.65946;-3.07501;-9.932;-4.41752;-0.866609;-5.5533;-7.02085;-5.14834;-9.85222;-7.436;-4.25446;6.48307;-1.16015;-0.580091;-1.22269;3.73092;-0.544106;-1.28729;-3.58496;-4.97774;-4.53902;4.17817;-2.2941;-4.67566;2.00343;0.813607;-6.74675;-3.15559;-1.97692;-0.575929;-4.25203;-2.88838;0.132791;-6.65338;-3.34466;-5.6044;-2.50439;-3.98253;-4.44177;-7.75558;-8.66847;-7.13705;-8.22248;-6.68355;-8.0099;2.58337;
-4.66889;-9.77471;-9.08024;-9.33807;-6.77092;-5.67538;-7.91427;-12.9061;-13.1051;-10.8077;-2.90133;-5.22771;-4.89015;-3.71168;-9.23299;-9.62838;-10.2615;-11.8101;-5.81762;-10.1396;-2.039;-9.61371;-6.24676;-10.0305;-5.54004;-8.61443;-9.56877;-3.68285;-5.49509;-12.0842;-6.06393;-5.53121;0.560796;-8.99833;-3.33741;-5.18248;-6.90234;-11.12;-1.26517;-10.3336;-10.447;-6.03267;-9.35005;-11.7276;-3.64047;-1.73813;-13.2177;-8.32915;-6.68114;-5.52784;-14.9713;-8.20617;-5.39592;-9.934;-13.2536;-10.2923;-12.4069;-11.4032;-3.36696;7.13786;-4.0298;-2.4799;-0.884018;0.808041;-3.80411;-1.97135;-1.28359;-6.52096;-6.03792;0.783706;-2.16575;-4.59082;3.06984;-1.07557;-11.295;0.435569;-2.99008;-3.18792;-3.66883;-3.27308;-3.52306;-8.47749;-2.77007;-8.18454;-6.08328;-9.72419;-9.21515;-11.4538;-13.1376;-11.4644;-12.8985;-11.3489;-13.5701;6.60396;
-1.7855;-12.6244;-8.29513;-11.7488;-10.1298;-4.13926;-10.7275;-13.045;-15.2903;-12.0239;-4.33337;-4.70448;-4.51803;-6.5203;-12.2606;-8.99356;-11.1112;-12.8476;-5.76665;-11.0731;-8.5566;-10.8772;-11.5897;-11.1533;-4.37693;-8.16772;-8.48921;-2.79375;-4.44202;-14.4648;-9.06748;-10.6188;-3.86825;-12.9219;-4.2737;-8.9062;-9.55608;-11.781;-2.76705;-13.5304;-14.6667;-10.1083;-10.4157;-12.1051;-7.58937;-6.42952;-15.0369;-8.47364;-10.1266;-7.49715;-15.2849;-12.8972;-8.98221;-12.5103;-13.8126;-12.0032;-14.7302;-11.8177;-2.34147;-1.21323;-5.23167;-5.09635;1.62011;-0.0214448;-2.80135;-1.8642;0.631931;-5.91566;-7.11088;-1.77414;-3.71207;-5.03137;2.02059;-3.08447;-11.2291;4.47752;-1.85831;-2.24987;-2.73657;-6.07044;-6.45715;-7.35837;-1.60415;-8.73828;-7.84254;-11.7093;-11.9311;-12.4782;-14.3711;-13.4414;-14.1151;-12.6507;-15.2458;8.52583;
0.650739;-10.5039;-7.02971;-9.6815;-9.14867;-2.66106;-10.3216;-8.57699;-13.338;-9.12173;-2.66971;-4.6988;-3.83701;-6.08962;-10.3249;-5.41991;-10.1093;-9.1945;-4.43487;-8.9878;-12.6644;-9.8898;-13.8244;-12.3547;-2.73659;-6.05344;-6.15877;-2.80146;-3.54926;-12.1719;-8.43172;-11.3691;-7.34468;-11.9542;-6.77133;-8.49846;-9.90432;-9.23642;-3.25965;-10.9564;-12.2583;-9.17518;-5.49059;-5.19124;-9.16586;-7.16584;-14.1236;-5.88697;-9.10136;-5.41718;-12.5875;-10.0947;-7.70668;-11.2681;-9.9365;-9.82591;-11.5891;-10.6584;-1.3848;-2.80217;-5.19654;-3.66921;-0.410407;0.212588;-1.25881;-0.292464;0.133035;-4.08032;-7.53637;-1.05145;-2.26292;-2.71495;0.617207;-2.71714;-8.38743;8.61777;3.49077;2.42871;-2.7343;-5.21856;-6.66733;-4.25743;-0.492857;-4.90607;-6.17912;-12.0579;-11.1625;-10.7335;-12.4097;-11.8011;-11.6164;-10.9832;-12.3637;3.80708;
1.5486;-11.9408;-6.85534;-10.8065;-9.34813;-0.96227;-8.73388;-8.50049;-14.4431;-9.2081;-2.17234;-5.86133;-4.60239;-6.57332;-11.101;-5.32553;-10.6301;-9.8107;-4.2719;-9.88114;-12.3106;-10.8325;-14.8825;-11.7653;-3.85671;-6.8033;-6.16949;-6.55177;-2.66236;-12.092;-11.3509;-12.8153;-6.97677;-14.1823;-8.97376;-9.96319;-9.14365;-10.3407;-6.69423;-10.285;-13.2082;-8.11062;-5.11373;-5.89005;-11.1248;-8.00976;-14.6505;-8.31121;-8.54407;-4.92873;-13.0015;-10.1066;-9.10926;-11.4292;-8.91243;-8.77299;-10.0862;-11.9968;-1.36096;-3.80752;-4.66751;-4.02249;0.263284;1.25463;-0.00983316;-0.696756;-0.0278887;-3.20453;-6.50229;-0.0983952;-2.20848;-5.26323;-0.522512;-3.11897;-5.7956;4.41699;2.29435;3.69595;-2.74604;-5.2649;-6.76006;-5.78815;-0.7634;-6.84186;-6.59658;-11.0827;-11.4223;-11.16;-12.4976;-12.3538;-12.1246;-11.8641;-12.6504;8.0165;
1.20748;-13.3145;-5.90616;-13.7118;-10.8917;-4.18818;-9.0885;-10.0745;-15.4655;-11.7831;-4.31463;-5.16569;-4.72263;-7.52339;-11.0047;-7.24217;-10.6353;-10.0966;-5.41113;-10.2931;-13.1108;-12.5425;-13.9229;-12.0725;-5.55802;-9.49191;-6.52281;-8.12761;-4.22968;-13.4573;-10.9172;-11.8744;-8.93402;-14.2868;-9.90603;-11.1521;-12.0588;-12.7675;-9.39463;-9.12086;-13.2302;-9.26399;-5.48378;-8.44314;-11.2576;-9.99313;-14.53;-9.76108;-8.9015;-7.69874;-12.0823;-11.4151;-9.88408;-13.4576;-10.3556;-9.04943;-12.0643;-11.2169;1.16871;-4.80873;-4.5729;-2.75808;0.950868;-1.24116;-1.50066;-1.60051;-0.559337;-4.98822;-6.60257;0.0780629;-0.0653887;-5.6798;0.631139;-3.56797;-5.86716;-0.874102;1.22201;2.39128;-1.81298;-3.09249;-4.94043;-7.25998;-3.38096;-9.17828;-8.10533;-12.6981;-12.7682;-12.1825;-13.0462;-13.3164;-13.2909;-13.5138;-13.6348;10.4032;
-0.766971;-6.22372;-2.60123;-8.53499;-5.32254;-3.77055;-5.94993;-8.30831;-7.48151;-7.5517;-1.69609;-3.13891;-1.8572;-3.61369;-5.83925;-5.81479;-5.14163;-5.13148;-3.59014;-4.37992;-8.38725;-9.46703;-7.30692;-7.02543;-2.6112;-6.39788;-3.83199;-2.94018;-2.36281;-5.58264;-4.83674;-9.0033;-8.13735;-10.2066;-7.40938;-8.36629;-9.28156;-9.3197;-5.99232;-4.51376;-6.54759;-3.16375;-3.37613;-5.42831;-6.21734;-9.15996;-8.51848;-5.9018;-6.19433;-6.83683;-8.07008;-8.01837;-7.15164;-7.41495;-7.2867;-5.88914;-8.55313;-6.43464;7.97934;-2.51342;-1.87893;0.413997;2.76098;-2.50918;0.321785;-0.598166;2.7371;-2.91402;-3.87685;-0.126808;1.84093;-3.38719;2.91476;-1.37447;-2.69283;-1.96794;2.63709;1.9001;0.915302;0.456729;0.437262;-1.74832;-2.36107;-3.85395;-4.40462;-7.70759;-6.44343;-4.74304;-5.38957;-5.86369;-5.60643;-6.28763;-6.37696;2.83232;
-1.70112;-9.9637;-4.19324;-10.1757;-7.57283;-4.02287;-6.5059;-10.037;-8.78692;-9.35622;-3.30313;-2.82135;-2.62045;-3.63404;-6.76518;-6.8377;-5.93296;-8.31576;-6.99719;-7.64633;-9.83715;-9.73867;-8.29629;-7.40767;-2.29313;-6.4142;-5.4776;-2.54596;-4.80321;-9.41573;-6.34749;-10.9276;-9.07396;-10.7601;-9.16101;-11.6543;-9.92634;-10.0293;-4.69863;-4.65441;-8.0835;-4.50215;-3.79683;-7.3845;-6.14881;-10.5332;-10.0515;-7.22258;-8.98372;-9.37914;-7.69735;-11.9206;-9.61855;-9.03442;-7.53068;-6.7066;-9.98807;-7.52359;8.42067;-3.68812;-1.02106;-0.768131;1.76427;-2.80243;-1.27247;-2.99922;7.0002;-2.47666;-4.1144;-2.2137;-0.595065;-2.73397;2.8912;-0.392121;-5.43307;-3.75009;0.333896;-1.21861;2.88063;1.10568;0.825729;-3.14156;-1.20969;-7.29069;-6.1951;-7.10156;-9.53575;-6.95226;-7.50754;-8.56628;-8.25009;-9.18238;-9.1764;9.68616;
-1.64456;-9.30653;-4.56276;-9.32614;-7.95866;-3.4797;-5.66356;-9.05758;-8.71879;-7.70995;-3.39767;-1.31825;-2.22743;-3.24265;-6.7508;-6.83292;-5.77076;-8.74754;-6.31488;-8.70546;-9.66764;-9.03577;-9.10207;-8.08127;-0.719401;-5.75009;-5.09318;-1.45549;-4.70382;-11.2394;-6.49132;-9.93848;-8.91152;-9.10325;-6.43815;-11.5469;-9.81627;-10.0213;-2.03399;-4.48687;-8.33636;-5.41989;-2.69093;-6.05391;-5.55466;-11.8315;-9.63881;-7.44689;-9.01298;-8.57725;-6.34967;-12.2081;-10.0733;-7.79174;-8.51845;-6.40233;-9.06022;-7.17972;4.65008;-4.55807;-0.123777;-1.03169;2.90097;-3.39423;-3.22647;-4.21264;10.3779;-4.15814;-3.64192;-2.44282;-1.61858;-0.835262;2.04505;-0.966098;-8.59147;-1.81349;0.115949;-1.7623;3.34716;0.570468;1.38694;-5.07954;-0.134688;-8.73843;-6.02155;-6.15761;-9.90957;-7.50175;-7.43445;-8.86504;-7.99113;-9.70627;-9.21399;9.87074;
